,Value(uM),Subject Age,Subject Sex,Subject Information,Comment,File
5389,5.28 +/- 0.65,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3151
5390,0.961 +/- 0.023,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3152
5391,0.961 +/- 0.023,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3153
5392,0.013 +/- 0.005,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3155
5393,0.022 +/- 0.010,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3156
5394,0.28 +/- 0.02,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3157
5395,1.61 +/- 0.20,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3158
5396,1.137 +/- 0.073,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3159
5397,1.137 +/- 0.073,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3160
5398,1.42 +/- 0.42,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3164
5399,1.07 +/- 0.14,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3165
5400,1.37 +/- 0.53,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3167
5401,3.87 +/- 0.62,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3168
5402,0.69 +/- 0.19,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3169
5403,1.24 +/- 0.33,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3170
5404,1.24 +/- 0.33,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3171
5405,4.06 +/- 0.54,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3172
5406,8.1 +/- 1.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3173
5407,8.1 +/- 1.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3174
5408,5.28 +/- 0.65,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3175
5409,0.003,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3176
5410,0.013 +/- 0.005,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3177
5411,0.022 +/- 0.010,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3178
5412,0.28 +/- 0.02,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3179
5413,0.28 +/- 0.02,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3180
5414,0.94 +/- 0.11,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3181
5415,0.94 +/- 0.11,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3182
5416,1.61 +/- 0.20,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3183
5417,0.036 +/- 0.004,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3187
5418,0.254 +/- 0.032,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3190
5419,1.07 +/- 0.14,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3193
5420,0.415 +/- 0.069,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3194
5421,3.87 +/- 0.62,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3196
5422,2.82 +/- 0.36,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3197
5423,1.24 +/- 0.33,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3198
5424,4.06 +/- 0.54,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3199
5425,4.06 +/- 0.54,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3200
5426,8.1 +/- 1.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3201
5427,5.28 +/- 0.65,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3202
5428,5.28 +/- 0.65,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3203
5429,0.961 +/- 0.023,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3204
5430,0.013 +/- 0.005,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3205
5431,0.022 +/- 0.010,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3206
5432,0.28 +/- 0.02,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3207
5433,0.94 +/- 0.11,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3208
5434,0.94 +/- 0.11,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3209
5435,1.61 +/- 0.20,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3210
5436,1.61 +/- 0.20,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3211
5437,1.137 +/- 0.073,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3212
5438,0.254 +/- 0.032,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3217
5439,0.254 +/- 0.032,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3218
5440,0.310 +/- 0.068,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3219
5441,1.07 +/- 0.14,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3222
5442,0.415 +/- 0.069,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3223
5443,3.87 +/- 0.62,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3225
5444,2.82 +/- 0.36,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3226
5445,1.24 +/- 0.33,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3227
5446,4.06 +/- 0.54,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3228
5447,4.06 +/- 0.54,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3229
5448,8.1 +/- 1.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3230
5449,5.28 +/- 0.65,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3231
5450,5.28 +/- 0.65,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3232
5451,0.961 +/- 0.023,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3233
5452,0.013 +/- 0.005,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3234
5453,0.022 +/- 0.010,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3235
5454,0.28 +/- 0.02,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3236
5455,0.94 +/- 0.11,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3237
5456,0.94 +/- 0.11,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3238
5457,1.61 +/- 0.20,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3239
5458,1.61 +/- 0.20,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3240
5459,1.137 +/- 0.073,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3241
5460,0.254 +/- 0.032,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3246
5461,0.254 +/- 0.032,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3247
5462,0.310 +/- 0.068,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3248
5463,0.415 +/- 0.069,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3251
5464,0.060 +/- 0.024,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3252
5465,2.82 +/- 0.36,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3254
5466,1.65 +/- 0.17,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3255
5467,4.06 +/- 0.54,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3256
5468,8.1 +/- 1.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3257
5469,8.1 +/- 1.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3258
5470,5.28 +/- 0.65,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3259
5471,0.961 +/- 0.023,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3260
5472,0.961 +/- 0.023,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3261
5473,0.022 +/- 0.010,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3263
5474,0.28 +/- 0.02,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3264
5475,0.94 +/- 0.11,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3265
5476,1.61 +/- 0.20,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3266
5477,1.61 +/- 0.20,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3267
5478,1.137 +/- 0.073,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3268
5479,1.137 +/- 0.073,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3269
5480,0.036 +/- 0.004,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3273
5481,0.254 +/- 0.032,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3274
5482,0.310 +/- 0.068,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3275
5483,0.310 +/- 0.068,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3276
5484,0.060 +/- 0.024,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3280
5485,1.65 +/- 0.17,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3283
5486,0.173 +/- 0.081,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3284
5487,8.1 +/- 1.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3285
5488,5.28 +/- 0.65,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3286
5489,5.28 +/- 0.65,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3287
5490,0.961 +/- 0.023,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3288
5491,0.28 +/- 0.02,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3292
5492,0.94 +/- 0.11,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3293
5493,1.61 +/- 0.20,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3294
5494,1.137 +/- 0.073,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3295
5495,1.137 +/- 0.073,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3296
5496,0.036 +/- 0.004,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3301
5497,0.310 +/- 0.068,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3303
5498,0.060 +/- 0.024,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3309
5499,1.65 +/- 0.17,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3312
5500,0.173 +/- 0.081,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3313
5501,8.1 +/- 1.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3314
5502,5.28 +/- 0.65,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3315
5503,5.28 +/- 0.65,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3316
5504,0.961 +/- 0.023,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3317
5505,0.28 +/- 0.02,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3321
5506,0.94 +/- 0.11,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3322
5507,1.61 +/- 0.20,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3323
5508,1.137 +/- 0.073,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3324
5509,1.137 +/- 0.073,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3325
5510,0.036 +/- 0.004,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3330
5511,0.310 +/- 0.068,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3332
5512,0.173 +/- 0.081,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3341
5513,5.28 +/- 0.65,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3343
5514,0.961 +/- 0.023,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3344
5515,0.961 +/- 0.023,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3345
5516,0.94 +/- 0.11,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3350
5517,1.61 +/- 0.20,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3351
5518,1.137 +/- 0.073,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3352
5519,0.036 +/- 0.004,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3358
5520,0.254 +/- 0.032,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3360
5521,1.37 +/- 0.53,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3367
5522,3.87 +/- 0.62,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3368
5523,0.69 +/- 0.19,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3370
5524,1.24 +/- 0.33,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3371
5525,0.003,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3372
5526,0.013 +/- 0.005,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3373
5527,0.013 +/- 0.005,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3374
5528,0.022 +/- 0.010,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3375
5529,0.28 +/- 0.02,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3376
5530,0.28 +/- 0.02,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3377
5531,0.94 +/- 0.11,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3378
5532,0.036 +/- 0.004,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3384
5533,0.036 +/- 0.004,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3385
5534,3.87 +/- 0.62,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3396
5535,2.82 +/- 0.36,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3397
5536,1.24 +/- 0.33,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3399
5537,4.06 +/- 0.54,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3400
5538,0.013 +/- 0.005,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3401
5539,0.022 +/- 0.010,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3402
5540,0.022 +/- 0.010,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3403
5541,0.28 +/- 0.02,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3404
5542,0.94 +/- 0.11,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3405
5543,0.94 +/- 0.11,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3406
5544,1.61 +/- 0.20,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3407
5545,0.036 +/- 0.004,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3411
5546,0.036 +/- 0.004,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3412
5547,0.254 +/- 0.032,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3415
5548,2.82 +/- 0.36,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3425
5549,1.65 +/- 0.17,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3426
5550,4.06 +/- 0.54,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3428
5551,8.1 +/- 1.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3429
5552,0.022 +/- 0.010,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3430
5553,0.28 +/- 0.02,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3431
5554,0.28 +/- 0.02,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3432
5555,0.94 +/- 0.11,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3433
5556,1.61 +/- 0.20,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3434
5557,1.61 +/- 0.20,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3435
5558,1.137 +/- 0.073,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3436
5559,0.036 +/- 0.004,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3439
5560,0.254 +/- 0.032,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3442
5561,0.254 +/- 0.032,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3443
5562,0.310 +/- 0.068,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3444
5563,1.65 +/- 0.17,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3454
5564,0.173 +/- 0.081,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3455
5565,8.1 +/- 1.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3457
5566,5.28 +/- 0.65,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3458
5567,0.28 +/- 0.02,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3459
5568,0.94 +/- 0.11,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3460
5569,0.94 +/- 0.11,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3461
5570,1.61 +/- 0.20,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3462
5571,1.137 +/- 0.073,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3463
5572,1.137 +/- 0.073,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3464
5573,0.036 +/- 0.004,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3467
5574,0.254 +/- 0.032,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3469
5575,0.254 +/- 0.032,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3470
5576,0.310 +/- 0.068,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3471
5577,0.310 +/- 0.068,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3472
5578,1.65 +/- 0.17,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3483
5579,0.173 +/- 0.081,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3484
5580,8.1 +/- 1.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3486
5581,5.28 +/- 0.65,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3487
5582,0.28 +/- 0.02,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3488
5583,0.94 +/- 0.11,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3489
5584,0.94 +/- 0.11,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3490
5585,1.61 +/- 0.20,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3491
5586,1.137 +/- 0.073,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3492
5587,1.137 +/- 0.073,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3493
5588,0.036 +/- 0.004,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3496
5589,0.254 +/- 0.032,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3498
5590,0.254 +/- 0.032,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3499
5591,0.310 +/- 0.068,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3500
5592,0.310 +/- 0.068,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3501
5593,0.173 +/- 0.081,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3512
5594,5.28 +/- 0.65,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3515
5595,0.961 +/- 0.023,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3516
5596,0.94 +/- 0.11,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3517
5597,1.61 +/- 0.20,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3518
5598,1.61 +/- 0.20,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3519
5599,1.137 +/- 0.073,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3520
5600,0.036 +/- 0.004,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3524
5601,0.254 +/- 0.032,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3526
5602,0.310 +/- 0.068,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3527
5603,0.310 +/- 0.068,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3528
5604,0.173 +/- 0.081,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3541
5605,5.28 +/- 0.65,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3544
5606,0.961 +/- 0.023,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3545
5607,0.94 +/- 0.11,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3546
5608,1.61 +/- 0.20,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3547
5609,1.61 +/- 0.20,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3548
5610,1.137 +/- 0.073,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3549
5611,0.036 +/- 0.004,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3553
5612,0.254 +/- 0.032,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3555
5613,0.310 +/- 0.068,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3556
5614,0.310 +/- 0.068,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3557
5615,0.961 +/- 0.023,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3573
5616,1.61 +/- 0.20,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3575
5617,1.137 +/- 0.073,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3576
5618,1.137 +/- 0.073,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3577
5619,0.254 +/- 0.032,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3583
5620,0.310 +/- 0.068,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3584
5621,0.69 +/- 0.19,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3599
5622,1.24 +/- 0.33,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3600
5623,0.003,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3602
5624,0.013 +/- 0.005,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3603
5625,0.036 +/- 0.004,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3610
5626,1.24 +/- 0.33,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3628
5627,4.06 +/- 0.54,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3629
5628,0.013 +/- 0.005,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3631
5629,0.022 +/- 0.010,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3632
5630,0.036 +/- 0.004,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3637
5631,0.036 +/- 0.004,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3638
5632,4.06 +/- 0.54,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3657
5633,8.1 +/- 1.0,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3658
5634,0.022 +/- 0.010,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3660
5635,0.28 +/- 0.02,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3661
5636,0.036 +/- 0.004,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3665
5637,0.254 +/- 0.032,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3668
5638,5.28 +/- 0.65,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3686
5639,0.961 +/- 0.023,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3687
5640,0.94 +/- 0.11,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3689
5641,1.61 +/- 0.20,Adult (>18 years old),Both,Normal,None,hmdb_metabolites-3690
