,Name,Accession,Patient Sex,min_age,max_age,min_range,max_range,Disease
5144,"PC(20:3(8Z,11Z,14Z)/18:1(9Z))",HMDB0008401,Female,18,64,103.443,178.817,Pregnancy
5145,"PC(20:3(8Z,11Z,14Z)/18:2(9Z,12Z))",HMDB0008402,Both,1,13,26.699999999999996,52.9,Obesity
5146,"PC(20:3(8Z,11Z,14Z)/18:2(9Z,12Z))",HMDB0008402,Both,1,13,33.3,63.7,Obesity
5147,"PC(20:3(8Z,11Z,14Z)/18:2(9Z,12Z))",HMDB0008402,Both,18,64,48.31999999999999,89.34,Heart failure with preserved ejection fraction
5148,"PC(20:3(8Z,11Z,14Z)/18:2(9Z,12Z))",HMDB0008402,Both,18,64,58.29,86.09,Heart failure with reduced ejection fraction
5149,"PC(20:3(8Z,11Z,14Z)/18:2(9Z,12Z))",HMDB0008402,Female,18,64,5.853999999999999,75.042,Pregnancy with fetus having congenital heart defect
5150,"PC(20:3(8Z,11Z,14Z)/18:2(9Z,12Z))",HMDB0008402,Female,18,64,55.044999999999995,98.905,Pregnancy
5151,"PC(20:3(8Z,11Z,14Z)/18:3(6Z,9Z,12Z))",HMDB0008403,Both,1,13,31.9,71.9,Obesity
5152,"PC(20:3(8Z,11Z,14Z)/18:3(6Z,9Z,12Z))",HMDB0008403,Both,1,13,38.8,82.2,Obesity
5153,"PC(20:3(8Z,11Z,14Z)/18:3(6Z,9Z,12Z))",HMDB0008403,Both,18,64,57.529999999999994,113.94999999999999,Heart failure with preserved ejection fraction
5154,"PC(20:3(8Z,11Z,14Z)/18:3(6Z,9Z,12Z))",HMDB0008403,Both,18,64,53.82000000000001,104.58,Heart failure with reduced ejection fraction
5155,"PC(20:3(8Z,11Z,14Z)/18:3(6Z,9Z,12Z))",HMDB0008403,Female,18,64,6.422999999999988,174.711,Pregnancy with fetus having congenital heart defect
5156,"PC(20:3(8Z,11Z,14Z)/18:3(6Z,9Z,12Z))",HMDB0008403,Female,18,64,123.85300000000001,232.707,Pregnancy
5157,"PC(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z))",HMDB0008404,Both,1,13,31.9,71.9,Obesity
5158,"PC(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z))",HMDB0008404,Both,1,13,38.8,82.2,Obesity
5159,"PC(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z))",HMDB0008404,Both,18,64,57.529999999999994,113.94999999999999,Heart failure with preserved ejection fraction
5160,"PC(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z))",HMDB0008404,Both,18,64,53.82000000000001,104.58,Heart failure with reduced ejection fraction
5161,"PC(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z))",HMDB0008404,Female,18,64,6.422999999999988,174.711,Pregnancy with fetus having congenital heart defect
5162,"PC(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z))",HMDB0008404,Female,18,64,123.85300000000001,232.707,Pregnancy
5163,"PC(20:3(8Z,11Z,14Z)/20:0)",HMDB0008406,Both,1,13,0.33399999999999996,0.674,Obesity
5164,"PC(20:3(8Z,11Z,14Z)/20:0)",HMDB0008406,Both,1,13,0.384,0.7060000000000001,Obesity
5165,"PC(20:3(8Z,11Z,14Z)/20:0)",HMDB0008406,Both,13,18,0.36,1.25,Pain or fever
5166,"PC(20:3(8Z,11Z,14Z)/20:0)",HMDB0008406,Both,13,18,0.28,0.58,Acetaminophen overdose
5167,"PC(20:3(8Z,11Z,14Z)/20:2(11Z,14Z))",HMDB0008407,Both,1,13,5.359999999999999,12.3,Obesity
5168,"PC(20:3(8Z,11Z,14Z)/20:2(11Z,14Z))",HMDB0008407,Both,1,13,7.029999999999999,15.51,Obesity
5169,"PC(20:3(8Z,11Z,14Z)/20:2(11Z,14Z))",HMDB0008407,Both,18,64,6.819999999999999,16.06,Heart failure with preserved ejection fraction
5170,"PC(20:3(8Z,11Z,14Z)/20:2(11Z,14Z))",HMDB0008407,Female,18,64,1.0,14.7838,Pregnancy with fetus having congenital heart defect
5171,"PC(20:3(8Z,11Z,14Z)/20:2(11Z,14Z))",HMDB0008407,Female,18,64,9.518999999999998,18.6356,Pregnancy
5172,"PC(20:3(8Z,11Z,14Z)/20:3(5Z,8Z,11Z))",HMDB0008408,Both,1,13,11.2,26.8,Obesity
5173,"PC(20:3(8Z,11Z,14Z)/20:3(5Z,8Z,11Z))",HMDB0008408,Both,1,13,14.5,34.5,Obesity
5174,"PC(20:3(8Z,11Z,14Z)/20:3(5Z,8Z,11Z))",HMDB0008408,Both,18,64,20.509999999999998,41.57,Heart failure with preserved ejection fraction
5175,"PC(20:3(8Z,11Z,14Z)/20:3(5Z,8Z,11Z))",HMDB0008408,Female,18,64,2.5040000000000013,53.554,Pregnancy with fetus having congenital heart defect
5176,"PC(20:3(8Z,11Z,14Z)/20:3(5Z,8Z,11Z))",HMDB0008408,Female,18,64,37.617,71.33500000000001,Pregnancy
5177,"PC(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))",HMDB0008409,Both,1,13,11.2,26.8,Obesity
5178,"PC(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))",HMDB0008409,Both,1,13,14.5,34.5,Obesity
5179,"PC(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))",HMDB0008409,Both,18,64,20.509999999999998,41.57,Heart failure with preserved ejection fraction
5180,"PC(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))",HMDB0008409,Female,18,64,2.5040000000000013,53.554,Pregnancy with fetus having congenital heart defect
5181,"PC(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))",HMDB0008409,Female,18,64,37.617,71.33500000000001,Pregnancy
5182,"PC(20:3(8Z,11Z,14Z)/22:1(13Z))",HMDB0008414,Both,1,13,0.11299999999999999,0.23099999999999998,Obesity
5183,"PC(20:3(8Z,11Z,14Z)/22:1(13Z))",HMDB0008414,Both,1,13,0.125,0.245,Obesity
5184,"PC(20:3(8Z,11Z,14Z)/22:1(13Z))",HMDB0008414,Female,18,64,0.010099999999999998,0.4289,Pregnancy with fetus having congenital heart defect
5185,"PC(20:3(8Z,11Z,14Z)/22:1(13Z))",HMDB0008414,Female,18,64,0.2122,0.37220000000000003,Pregnancy
5186,"PC(20:3(8Z,11Z,14Z)/22:2(13Z,16Z))",HMDB0008415,Both,1,13,0.21300000000000002,0.435,Obesity
5187,"PC(20:3(8Z,11Z,14Z)/22:2(13Z,16Z))",HMDB0008415,Both,1,13,0.23700000000000002,0.529,Obesity
5188,"PC(20:3(8Z,11Z,14Z)/22:2(13Z,16Z))",HMDB0008415,Both,18,64,0.26,0.5,Heart failure with preserved ejection fraction
5189,"PC(20:3(8Z,11Z,14Z)/22:2(13Z,16Z))",HMDB0008415,Female,18,64,0.04550000000000004,0.9881,Pregnancy with fetus having congenital heart defect
5190,"PC(20:3(8Z,11Z,14Z)/22:2(13Z,16Z))",HMDB0008415,Female,18,64,0.5574,1.0718,Pregnancy
5191,"PC(20:3(8Z,11Z,14Z)/P-16:0)",HMDB0008422,Both,1,13,75.7,141.3,Obesity
5192,"PC(20:3(8Z,11Z,14Z)/P-16:0)",HMDB0008422,Both,1,13,92.5,171.7,Obesity
5193,"PC(20:3(8Z,11Z,14Z)/P-16:0)",HMDB0008422,Both,18,64,99.9,177.92,Heart failure with preserved ejection fraction
5194,"PC(20:3(8Z,11Z,14Z)/P-16:0)",HMDB0008422,Female,18,64,10.686000000000007,202.614,Pregnancy with fetus having congenital heart defect
5195,"PC(20:3(8Z,11Z,14Z)/P-16:0)",HMDB0008422,Female,18,64,122.08699999999999,255.515,Pregnancy
5196,"PC(20:3(8Z,11Z,14Z)/P-18:0)",HMDB0008423,Both,1,13,29.3,57.7,Obesity
5197,"PC(20:3(8Z,11Z,14Z)/P-18:0)",HMDB0008423,Both,1,13,36.400000000000006,75.8,Obesity
5198,"PC(20:3(8Z,11Z,14Z)/P-18:0)",HMDB0008423,Both,18,64,34.870000000000005,73.17,Heart failure with preserved ejection fraction
5199,"PC(20:3(8Z,11Z,14Z)/P-18:0)",HMDB0008423,Female,18,64,3.9469999999999956,74.755,Pregnancy with fetus having congenital heart defect
5200,"PC(20:3(8Z,11Z,14Z)/P-18:0)",HMDB0008423,Female,18,64,45.449,90.247,Pregnancy
5201,"PC(20:3(8Z,11Z,14Z)/P-18:1(11Z))",HMDB0008424,Both,1,13,59.5,116.5,Obesity
5202,"PC(20:3(8Z,11Z,14Z)/P-18:1(11Z))",HMDB0008424,Both,1,13,72.5,135.1,Obesity
5203,"PC(20:3(8Z,11Z,14Z)/P-18:1(11Z))",HMDB0008424,Both,18,64,92.95,161.01,Heart failure with preserved ejection fraction
5204,"PC(20:3(8Z,11Z,14Z)/P-18:1(11Z))",HMDB0008424,Female,18,64,11.831000000000003,141.39100000000002,Pregnancy with fetus having congenital heart defect
5205,"PC(20:3(8Z,11Z,14Z)/P-18:1(11Z))",HMDB0008424,Female,18,64,103.443,178.817,Pregnancy
5206,"PC(20:3(8Z,11Z,14Z)/P-18:1(9Z))",HMDB0008425,Both,1,13,59.5,116.5,Obesity
5207,"PC(20:3(8Z,11Z,14Z)/P-18:1(9Z))",HMDB0008425,Both,1,13,72.5,135.1,Obesity
5208,"PC(20:3(8Z,11Z,14Z)/P-18:1(9Z))",HMDB0008425,Both,18,64,92.95,161.01,Heart failure with preserved ejection fraction
5209,"PC(20:3(8Z,11Z,14Z)/P-18:1(9Z))",HMDB0008425,Female,18,64,11.831000000000003,141.39100000000002,Pregnancy with fetus having congenital heart defect
5210,"PC(20:3(8Z,11Z,14Z)/P-18:1(9Z))",HMDB0008425,Female,18,64,103.443,178.817,Pregnancy
5211,"PC(20:4(5Z,8Z,11Z,14Z)/14:0)",HMDB0008426,Both,1,13,0.7899999999999999,2.01,Obesity
5212,"PC(20:4(5Z,8Z,11Z,14Z)/14:0)",HMDB0008426,Both,1,13,1.15,2.33,Obesity
5213,"PC(20:4(5Z,8Z,11Z,14Z)/14:0)",HMDB0008426,Both,18,64,1.2199999999999998,2.84,Heart failure with preserved ejection fraction
5214,"PC(20:4(5Z,8Z,11Z,14Z)/14:0)",HMDB0008426,Both,18,64,1.31,2.43,Heart failure with reduced ejection fraction
5215,"PC(20:4(5Z,8Z,11Z,14Z)/14:0)",HMDB0008426,Female,18,64,0.17169999999999996,2.9883,Pregnancy with fetus having congenital heart defect
5216,"PC(20:4(5Z,8Z,11Z,14Z)/14:0)",HMDB0008426,Female,18,64,1.6978,4.1558,Pregnancy
5217,"PC(20:4(5Z,8Z,11Z,14Z)/16:0)",HMDB0008429,Both,1,13,99.0,178.2,Obesity
5218,"PC(20:4(5Z,8Z,11Z,14Z)/16:0)",HMDB0008429,Both,1,13,115.6,202.6,Obesity
5219,"PC(20:4(5Z,8Z,11Z,14Z)/16:0)",HMDB0008429,Both,18,64,141.04000000000002,238.0,Heart failure with preserved ejection fraction
5220,"PC(20:4(5Z,8Z,11Z,14Z)/16:0)",HMDB0008429,Both,18,64,153.98000000000002,217.82,Heart failure with reduced ejection fraction
5221,"PC(20:4(5Z,8Z,11Z,14Z)/16:0)",HMDB0008429,Female,18,64,17.611999999999995,260.64599999999996,Pregnancy with fetus having congenital heart defect
5222,"PC(20:4(5Z,8Z,11Z,14Z)/16:0)",HMDB0008429,Female,18,64,190.437,330.64300000000003,Pregnancy
5223,"PC(20:4(5Z,8Z,11Z,14Z)/16:1(9Z))",HMDB0008430,Both,1,13,7.4,19.6,Obesity
5224,"PC(20:4(5Z,8Z,11Z,14Z)/16:1(9Z))",HMDB0008430,Both,1,13,9.999999999999998,25.799999999999997,Obesity
5225,"PC(20:4(5Z,8Z,11Z,14Z)/16:1(9Z))",HMDB0008430,Both,18,64,23.990000000000002,45.63,Heart failure with reduced ejection fraction
5226,"PC(20:4(5Z,8Z,11Z,14Z)/16:1(9Z))",HMDB0008430,Female,18,64,-0.28800000000000026,41.540000000000006,Pregnancy with fetus having congenital heart defect
5227,"PC(20:4(5Z,8Z,11Z,14Z)/16:1(9Z))",HMDB0008430,Female,18,64,18.944000000000003,65.14,Pregnancy
5228,"PC(20:4(5Z,8Z,11Z,14Z)/18:0)",HMDB0008431,Both,1,13,59.5,116.5,Obesity
5229,"PC(20:4(5Z,8Z,11Z,14Z)/18:0)",HMDB0008431,Both,1,13,72.5,135.1,Obesity
5230,"PC(20:4(5Z,8Z,11Z,14Z)/18:0)",HMDB0008431,Both,18,64,92.95,161.01,Heart failure with preserved ejection fraction
5231,"PC(20:4(5Z,8Z,11Z,14Z)/18:0)",HMDB0008431,Female,18,64,11.831000000000003,141.39100000000002,Pregnancy with fetus having congenital heart defect
5232,"PC(20:4(5Z,8Z,11Z,14Z)/18:0)",HMDB0008431,Female,18,64,103.443,178.817,Pregnancy
5233,"PC(20:4(5Z,8Z,11Z,14Z)/18:1(11Z))",HMDB0008432,Both,1,13,26.699999999999996,52.9,Obesity
5234,"PC(20:4(5Z,8Z,11Z,14Z)/18:1(11Z))",HMDB0008432,Both,1,13,33.3,63.7,Obesity
5235,"PC(20:4(5Z,8Z,11Z,14Z)/18:1(11Z))",HMDB0008432,Both,18,64,48.31999999999999,89.34,Heart failure with preserved ejection fraction
5236,"PC(20:4(5Z,8Z,11Z,14Z)/18:1(11Z))",HMDB0008432,Both,18,64,58.29,86.09,Heart failure with reduced ejection fraction
5237,"PC(20:4(5Z,8Z,11Z,14Z)/18:1(11Z))",HMDB0008432,Female,18,64,5.853999999999999,75.042,Pregnancy with fetus having congenital heart defect
5238,"PC(20:4(5Z,8Z,11Z,14Z)/18:1(11Z))",HMDB0008432,Female,18,64,55.044999999999995,98.905,Pregnancy
5239,"PC(20:4(5Z,8Z,11Z,14Z)/18:1(9Z))",HMDB0008433,Both,1,13,26.699999999999996,52.9,Obesity
5240,"PC(20:4(5Z,8Z,11Z,14Z)/18:1(9Z))",HMDB0008433,Both,1,13,33.3,63.7,Obesity
5241,"PC(20:4(5Z,8Z,11Z,14Z)/18:1(9Z))",HMDB0008433,Both,18,64,48.31999999999999,89.34,Heart failure with preserved ejection fraction
5242,"PC(20:4(5Z,8Z,11Z,14Z)/18:1(9Z))",HMDB0008433,Female,18,64,5.853999999999999,75.042,Pregnancy with fetus having congenital heart defect
5243,"PC(20:4(5Z,8Z,11Z,14Z)/18:1(9Z))",HMDB0008433,Both,18,64,58.29,86.09,Heart failure with reduced ejection fraction
5244,"PC(20:4(5Z,8Z,11Z,14Z)/18:1(9Z))",HMDB0008433,Female,18,64,55.044999999999995,98.905,Pregnancy
5245,"PC(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z))",HMDB0008434,Both,1,13,31.9,71.9,Obesity
5246,"PC(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z))",HMDB0008434,Both,1,13,38.8,82.2,Obesity
5247,"PC(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z))",HMDB0008434,Female,18,64,6.422999999999988,174.711,Pregnancy with fetus having congenital heart defect
5248,"PC(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z))",HMDB0008434,Both,18,64,57.529999999999994,113.94999999999999,Heart failure with preserved ejection fraction
5249,"PC(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z))",HMDB0008434,Female,18,64,123.85300000000001,232.707,Pregnancy
5250,"PC(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z))",HMDB0008434,Both,18,64,53.82000000000001,104.58,Heart failure with reduced ejection fraction
5251,"PC(20:4(5Z,8Z,11Z,14Z)/20:0)",HMDB0008438,Both,1,13,2.34,4.9,Obesity
5252,"PC(20:4(5Z,8Z,11Z,14Z)/20:0)",HMDB0008438,Both,1,13,2.99,6.01,Obesity
5253,"PC(20:4(5Z,8Z,11Z,14Z)/20:0)",HMDB0008438,Female,18,64,0.3597999999999999,5.4508,Pregnancy with fetus having congenital heart defect
5254,"PC(20:4(5Z,8Z,11Z,14Z)/20:0)",HMDB0008438,Female,18,64,3.2209000000000003,6.6943,Pregnancy
5255,"PC(20:4(5Z,8Z,11Z,14Z)/20:0)",HMDB0008438,Both,18,64,2.0600000000000005,4.84,Heart failure with preserved ejection fraction
5256,"PC(20:4(5Z,8Z,11Z,14Z)/20:1(11Z))",HMDB0008439,Both,1,13,5.359999999999999,12.3,Obesity
5257,"PC(20:4(5Z,8Z,11Z,14Z)/20:1(11Z))",HMDB0008439,Both,1,13,7.029999999999999,15.51,Obesity
5258,"PC(20:4(5Z,8Z,11Z,14Z)/20:1(11Z))",HMDB0008439,Female,18,64,1.0,14.7838,Pregnancy with fetus having congenital heart defect
5259,"PC(20:4(5Z,8Z,11Z,14Z)/20:1(11Z))",HMDB0008439,Female,18,64,9.518999999999998,18.6356,Pregnancy
5260,"PC(20:4(5Z,8Z,11Z,14Z)/20:1(11Z))",HMDB0008439,Both,18,64,6.819999999999999,16.06,Heart failure with preserved ejection fraction
5261,"PC(20:4(5Z,8Z,11Z,14Z)/20:2(11Z,14Z))",HMDB0008440,Both,1,13,11.2,26.8,Obesity
5262,"PC(20:4(5Z,8Z,11Z,14Z)/20:2(11Z,14Z))",HMDB0008440,Both,1,13,14.5,34.5,Obesity
5263,"PC(20:4(5Z,8Z,11Z,14Z)/20:2(11Z,14Z))",HMDB0008440,Female,18,64,2.5040000000000013,53.554,Pregnancy with fetus having congenital heart defect
5264,"PC(20:4(5Z,8Z,11Z,14Z)/20:2(11Z,14Z))",HMDB0008440,Female,18,64,37.617,71.33500000000001,Pregnancy
5265,"PC(20:4(5Z,8Z,11Z,14Z)/20:2(11Z,14Z))",HMDB0008440,Both,18,64,20.509999999999998,41.57,Heart failure with preserved ejection fraction
5266,"PC(20:4(5Z,8Z,11Z,14Z)/22:0)",HMDB0008446,Both,1,13,0.11299999999999999,0.23099999999999998,Obesity
5267,"PC(20:4(5Z,8Z,11Z,14Z)/22:0)",HMDB0008446,Both,1,13,0.125,0.245,Obesity
5268,"PC(20:4(5Z,8Z,11Z,14Z)/22:0)",HMDB0008446,Female,18,64,0.010099999999999998,0.4289,Pregnancy with fetus having congenital heart defect
5269,"PC(20:4(5Z,8Z,11Z,14Z)/22:0)",HMDB0008446,Female,18,64,0.2122,0.37220000000000003,Pregnancy
5270,"PC(20:4(5Z,8Z,11Z,14Z)/22:1(13Z))",HMDB0008447,Both,1,13,0.21300000000000002,0.435,Obesity
5271,"PC(20:4(5Z,8Z,11Z,14Z)/22:1(13Z))",HMDB0008447,Both,1,13,0.23700000000000002,0.529,Obesity
5272,"PC(20:4(5Z,8Z,11Z,14Z)/22:1(13Z))",HMDB0008447,Both,18,64,0.26,0.5,Heart failure with preserved ejection fraction
5273,"PC(20:4(5Z,8Z,11Z,14Z)/22:1(13Z))",HMDB0008447,Female,18,64,0.04550000000000004,0.9881,Pregnancy with fetus having congenital heart defect
5274,"PC(20:4(5Z,8Z,11Z,14Z)/22:1(13Z))",HMDB0008447,Female,18,64,0.5574,1.0718,Pregnancy
5275,"PC(20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))",HMDB0008448,Both,18,64,0.5399999999999999,0.88,Heart failure with preserved ejection fraction
5276,"PC(20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))",HMDB0008448,Female,18,64,0.4861,1.3811,Pregnancy with fetus having congenital heart defect
5277,"PC(20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))",HMDB0008448,Female,18,64,0.8502000000000001,1.4462000000000002,Pregnancy
5278,"PC(20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))",HMDB0008448,Both,13,18,0.65,1.27,Pain or fever
5279,"PC(20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))",HMDB0008448,Both,13,18,0.39,0.89,Acetaminophen overdose
5280,"PC(20:4(5Z,8Z,11Z,14Z)/P-16:0)",HMDB0008455,Both,1,13,99.0,178.2,Obesity
5281,"PC(20:4(5Z,8Z,11Z,14Z)/P-16:0)",HMDB0008455,Both,1,13,115.6,202.6,Obesity
5282,"PC(20:4(5Z,8Z,11Z,14Z)/P-16:0)",HMDB0008455,Both,18,64,141.04000000000002,238.0,Heart failure with preserved ejection fraction
5283,"PC(20:4(5Z,8Z,11Z,14Z)/P-16:0)",HMDB0008455,Female,18,64,17.611999999999995,260.64599999999996,Pregnancy with fetus having congenital heart defect
5284,"PC(20:4(5Z,8Z,11Z,14Z)/P-16:0)",HMDB0008455,Both,18,64,153.98000000000002,217.82,Heart failure with reduced ejection fraction
5285,"PC(20:4(5Z,8Z,11Z,14Z)/P-16:0)",HMDB0008455,Female,18,64,190.437,330.64300000000003,Pregnancy
5286,"PC(20:4(5Z,8Z,11Z,14Z)/P-18:0)",HMDB0008456,Both,1,13,59.5,116.5,Obesity
5287,"PC(20:4(5Z,8Z,11Z,14Z)/P-18:0)",HMDB0008456,Both,1,13,72.5,135.1,Obesity
5288,"PC(20:4(5Z,8Z,11Z,14Z)/P-18:0)",HMDB0008456,Female,18,64,11.831000000000003,141.39100000000002,Pregnancy with fetus having congenital heart defect
5289,"PC(20:4(5Z,8Z,11Z,14Z)/P-18:0)",HMDB0008456,Both,18,64,92.95,161.01,Heart failure with preserved ejection fraction
5290,"PC(20:4(5Z,8Z,11Z,14Z)/P-18:0)",HMDB0008456,Female,18,64,103.443,178.817,Pregnancy
5291,"PC(20:4(5Z,8Z,11Z,14Z)/P-18:1(11Z))",HMDB0008457,Both,1,13,26.699999999999996,52.9,Obesity
5292,"PC(20:4(5Z,8Z,11Z,14Z)/P-18:1(11Z))",HMDB0008457,Both,1,13,33.3,63.7,Obesity
5293,"PC(20:4(5Z,8Z,11Z,14Z)/P-18:1(11Z))",HMDB0008457,Female,18,64,5.853999999999999,75.042,Pregnancy with fetus having congenital heart defect
5294,"PC(20:4(5Z,8Z,11Z,14Z)/P-18:1(11Z))",HMDB0008457,Both,18,64,48.31999999999999,89.34,Heart failure with preserved ejection fraction
5295,"PC(20:4(5Z,8Z,11Z,14Z)/P-18:1(11Z))",HMDB0008457,Female,18,64,55.044999999999995,98.905,Pregnancy
5296,"PC(20:4(5Z,8Z,11Z,14Z)/P-18:1(11Z))",HMDB0008457,Both,18,64,58.29,86.09,Heart failure with reduced ejection fraction
5297,"PC(20:4(5Z,8Z,11Z,14Z)/P-18:1(9Z))",HMDB0008458,Both,1,13,26.699999999999996,52.9,Obesity
5298,"PC(20:4(5Z,8Z,11Z,14Z)/P-18:1(9Z))",HMDB0008458,Both,1,13,33.3,63.7,Obesity
5299,"PC(20:4(5Z,8Z,11Z,14Z)/P-18:1(9Z))",HMDB0008458,Female,18,64,5.853999999999999,75.042,Pregnancy with fetus having congenital heart defect
5300,"PC(20:4(5Z,8Z,11Z,14Z)/P-18:1(9Z))",HMDB0008458,Female,18,64,55.044999999999995,98.905,Pregnancy
5301,"PC(20:4(5Z,8Z,11Z,14Z)/P-18:1(9Z))",HMDB0008458,Both,18,64,48.31999999999999,89.34,Heart failure with preserved ejection fraction
5302,"PC(20:4(5Z,8Z,11Z,14Z)/P-18:1(9Z))",HMDB0008458,Both,18,64,58.29,86.09,Heart failure with reduced ejection fraction
5303,"PC(20:4(8Z,11Z,14Z,17Z)/14:0)",HMDB0008459,Both,1,13,0.7899999999999999,2.01,Obesity
5304,"PC(20:4(8Z,11Z,14Z,17Z)/14:0)",HMDB0008459,Both,1,13,1.15,2.33,Obesity
5305,"PC(20:4(8Z,11Z,14Z,17Z)/14:0)",HMDB0008459,Female,18,64,0.17169999999999996,2.9883,Pregnancy with fetus having congenital heart defect
5306,"PC(20:4(8Z,11Z,14Z,17Z)/14:0)",HMDB0008459,Female,18,64,1.6978,4.1558,Pregnancy
5307,"PC(20:4(8Z,11Z,14Z,17Z)/14:0)",HMDB0008459,Both,18,64,1.2199999999999998,2.84,Heart failure with preserved ejection fraction
5308,"PC(20:4(8Z,11Z,14Z,17Z)/14:0)",HMDB0008459,Both,18,64,1.31,2.43,Heart failure with reduced ejection fraction
5309,"PC(20:4(8Z,11Z,14Z,17Z)/16:0)",HMDB0008462,Both,1,13,99.0,178.2,Obesity
5310,"PC(20:4(8Z,11Z,14Z,17Z)/16:0)",HMDB0008462,Both,1,13,115.6,202.6,Obesity
5311,"PC(20:4(8Z,11Z,14Z,17Z)/16:0)",HMDB0008462,Female,18,64,17.611999999999995,260.64599999999996,Pregnancy with fetus having congenital heart defect
5312,"PC(20:4(8Z,11Z,14Z,17Z)/16:0)",HMDB0008462,Female,18,64,190.437,330.64300000000003,Pregnancy
5313,"PC(20:4(8Z,11Z,14Z,17Z)/16:0)",HMDB0008462,Both,18,64,141.04000000000002,238.0,Heart failure with preserved ejection fraction
5314,"PC(20:4(8Z,11Z,14Z,17Z)/16:0)",HMDB0008462,Both,18,64,153.98000000000002,217.82,Heart failure with reduced ejection fraction
5315,"PC(20:4(8Z,11Z,14Z,17Z)/16:1(9Z))",HMDB0008463,Both,1,13,7.4,19.6,Obesity
5316,"PC(20:4(8Z,11Z,14Z,17Z)/16:1(9Z))",HMDB0008463,Both,1,13,9.999999999999998,25.799999999999997,Obesity
5317,"PC(20:4(8Z,11Z,14Z,17Z)/16:1(9Z))",HMDB0008463,Female,18,64,-0.28800000000000026,41.540000000000006,Pregnancy with fetus having congenital heart defect
5318,"PC(20:4(8Z,11Z,14Z,17Z)/16:1(9Z))",HMDB0008463,Female,18,64,18.944000000000003,65.14,Pregnancy
5319,"PC(20:4(8Z,11Z,14Z,17Z)/16:1(9Z))",HMDB0008463,Both,18,64,23.990000000000002,45.63,Heart failure with reduced ejection fraction
5320,"PC(20:4(8Z,11Z,14Z,17Z)/18:0)",HMDB0008464,Both,1,13,59.5,116.5,Obesity
5321,"PC(20:4(8Z,11Z,14Z,17Z)/18:0)",HMDB0008464,Both,1,13,72.5,135.1,Obesity
5322,"PC(20:4(8Z,11Z,14Z,17Z)/18:0)",HMDB0008464,Female,18,64,11.831000000000003,141.39100000000002,Pregnancy with fetus having congenital heart defect
5323,"PC(20:4(8Z,11Z,14Z,17Z)/18:0)",HMDB0008464,Female,18,64,103.443,178.817,Pregnancy
5324,"PC(20:4(8Z,11Z,14Z,17Z)/18:0)",HMDB0008464,Both,18,64,92.95,161.01,Heart failure with preserved ejection fraction
5325,"PC(20:4(8Z,11Z,14Z,17Z)/18:1(11Z))",HMDB0008465,Both,1,13,26.699999999999996,52.9,Obesity
5326,"PC(20:4(8Z,11Z,14Z,17Z)/18:1(11Z))",HMDB0008465,Both,1,13,33.3,63.7,Obesity
5327,"PC(20:4(8Z,11Z,14Z,17Z)/18:1(11Z))",HMDB0008465,Female,18,64,5.853999999999999,75.042,Pregnancy with fetus having congenital heart defect
5328,"PC(20:4(8Z,11Z,14Z,17Z)/18:1(11Z))",HMDB0008465,Female,18,64,55.044999999999995,98.905,Pregnancy
5329,"PC(20:4(8Z,11Z,14Z,17Z)/18:1(11Z))",HMDB0008465,Both,18,64,48.31999999999999,89.34,Heart failure with preserved ejection fraction
5330,"PC(20:4(8Z,11Z,14Z,17Z)/18:1(11Z))",HMDB0008465,Both,18,64,58.29,86.09,Heart failure with reduced ejection fraction
5331,"PC(20:4(8Z,11Z,14Z,17Z)/18:1(9Z))",HMDB0008466,Both,1,13,26.699999999999996,52.9,Obesity
5332,"PC(20:4(8Z,11Z,14Z,17Z)/18:1(9Z))",HMDB0008466,Both,1,13,33.3,63.7,Obesity
5333,"PC(20:4(8Z,11Z,14Z,17Z)/18:1(9Z))",HMDB0008466,Female,18,64,5.853999999999999,75.042,Pregnancy with fetus having congenital heart defect
5334,"PC(20:4(8Z,11Z,14Z,17Z)/18:1(9Z))",HMDB0008466,Female,18,64,55.044999999999995,98.905,Pregnancy
