,Name,Accession,Value(uM),Subject Age,Subject Sex,Subject Information
6186,PC(18:0/P-18:1(11Z)),HMDB0008062,60.62(19.39),Adult (>18 years old),Both,Normal
6187,PC(18:0/P-18:1(9Z)),HMDB0008063,19.8 (16.9-22.8),Newborn (0-30 days old),,Normal
6188,PC(18:0/P-18:1(9Z)),HMDB0008063,40.80 (33.8-47.9),Infant (0-1 year old),,Normal
6189,PC(18:0/P-18:1(9Z)),HMDB0008063,57.1 +/- 13.5,Adult (>18 years old),Both,Normal
6190,PC(18:0/P-18:1(9Z)),HMDB0008063,60.62(19.39),Adult (>18 years old),Both,Normal
6191,PC(18:1(11Z)/14:0),HMDB0008064,16.6 +/- 7.90,Adult (>18 years old),Both,Normal
6192,PC(18:1(11Z)/14:0),HMDB0008064,12.1 (9.51-15.8),Newborn (0-30 days old),,Normal
6193,PC(18:1(11Z)/14:0),HMDB0008064,10.42 (0.14-25.10),Adolescent (13-18 years old),Both,Normal
6194,PC(18:1(11Z)/14:0),HMDB0008064,10.1 (7.46-13.5),Infant (0-1 year old),,Normal
6195,PC(18:1(11Z)/14:1(9Z)),HMDB0008065,4.02 +/- 1.47,Adult (>18 years old),Both,Normal
6196,PC(18:1(11Z)/14:1(9Z)),HMDB0008065,0.66 (0.48-0.92),Newborn (0-30 days old),,Normal
6197,PC(18:1(11Z)/14:1(9Z)),HMDB0008065,2.34 (1.65-3.14),Infant (0-1 year old),,Normal
6198,PC(18:1(11Z)/14:1(9Z)),HMDB0008065,5.75(3.77),Adult (>18 years old),Both,Normal
6199,PC(18:1(11Z)/16:0),HMDB0008067,242.2 +/- 51.3,Adult (>18 years old),Both,Normal
6200,PC(18:1(11Z)/16:0),HMDB0008067,105 (91.8-119),Newborn (0-30 days old),,Normal
6201,PC(18:1(11Z)/16:0),HMDB0008067,173 (145-199),Infant (0-1 year old),,Normal
6202,PC(18:1(11Z)/16:1(9Z)),HMDB0008068,84.2 (71.2-101),Newborn (0-30 days old),,Normal
6203,PC(18:1(11Z)/16:1(9Z)),HMDB0008068,413.3 +/- 69.2,Adult (>18 years old),Both,Normal
6204,PC(18:1(11Z)/16:1(9Z)),HMDB0008068,315 (269-369),Infant (0-1 year old),,Normal
6205,PC(18:1(11Z)/16:1(9Z)),HMDB0008068,409.32(87.37),Adult (>18 years old),Both,Normal
6206,PC(18:1(11Z)/18:0),HMDB0008069,19.8 (16.9-22.8),Newborn (0-30 days old),,Normal
6207,PC(18:1(11Z)/18:0),HMDB0008069,40.80 (33.8-47.9),Infant (0-1 year old),,Normal
6208,PC(18:1(11Z)/18:0),HMDB0008069,57.1 +/- 13.5,Adult (>18 years old),Both,Normal
6209,PC(18:1(11Z)/18:0),HMDB0008069,60.62(19.39),Adult (>18 years old),Both,Normal
6210,PC(18:1(11Z)/18:1(11Z)),HMDB0008070,44.5 (37.6-53.3),Newborn (0-30 days old),,Normal
6211,PC(18:1(11Z)/18:1(11Z)),HMDB0008070,212 (183-244),Infant (0-1 year old),,Normal
6212,PC(18:1(11Z)/18:1(11Z)),HMDB0008070,250.7 +/- 47.2,Adult (>18 years old),Both,Normal
6213,PC(18:1(11Z)/18:1(11Z)),HMDB0008070,267.03(66.1),Adult (>18 years old),Both,Normal
6214,PC(18:1(11Z)/18:1(9Z)),HMDB0008071,44.5 (37.6-53.3),Newborn (0-30 days old),,Normal
6215,PC(18:1(11Z)/18:1(9Z)),HMDB0008071,212 (183-244),Infant (0-1 year old),,Normal
6216,PC(18:1(11Z)/18:1(9Z)),HMDB0008071,250.7 +/- 47.2,Adult (>18 years old),Both,Normal
6217,PC(18:1(11Z)/18:1(9Z)),HMDB0008071,267.03(66.1),Adult (>18 years old),Both,Normal
6218,"PC(18:1(11Z)/18:2(9Z,12Z))",HMDB0008072,63.7 (53.6-73.5),Newborn (0-30 days old),,Normal
6219,"PC(18:1(11Z)/18:2(9Z,12Z))",HMDB0008072,106 (89.5-120),Infant (0-1 year old),,Normal
6220,"PC(18:1(11Z)/18:2(9Z,12Z))",HMDB0008072,129.9 +/- 26.4,Adult (>18 years old),Both,Normal
6221,"PC(18:1(11Z)/18:2(9Z,12Z))",HMDB0008072,165.5(44.39),Adult (>18 years old),Both,Normal
6222,"PC(18:1(11Z)/18:3(6Z,9Z,12Z))",HMDB0008073,135 (118-151),Newborn (0-30 days old),,Normal
6223,"PC(18:1(11Z)/18:3(6Z,9Z,12Z))",HMDB0008073,130 (111-150),Infant (0-1 year old),,Normal
6224,"PC(18:1(11Z)/18:3(6Z,9Z,12Z))",HMDB0008073,189.4 +/- 38.8,Adult (>18 years old),Both,Normal
6225,"PC(18:1(11Z)/18:3(6Z,9Z,12Z))",HMDB0008073,228.74(50.69),Adult (>18 years old),Both,Normal
6226,"PC(18:1(11Z)/18:3(9Z,12Z,15Z))",HMDB0008074,135 (118-151),Newborn (0-30 days old),,Normal
6227,"PC(18:1(11Z)/18:3(9Z,12Z,15Z))",HMDB0008074,130 (111-150),Infant (0-1 year old),,Normal
6228,"PC(18:1(11Z)/18:3(9Z,12Z,15Z))",HMDB0008074,189.4 +/- 38.8,Adult (>18 years old),Both,Normal
6229,"PC(18:1(11Z)/18:3(9Z,12Z,15Z))",HMDB0008074,228.74(50.69),Adult (>18 years old),Both,Normal
6230,"PC(18:1(11Z)/18:4(6Z,9Z,12Z,15Z))",HMDB0008075,5.2 (4.18-6.71),Newborn (0-30 days old),,Normal
6231,"PC(18:1(11Z)/18:4(6Z,9Z,12Z,15Z))",HMDB0008075,8.39 (6.57-11.5),Infant (0-1 year old),,Normal
6232,"PC(18:1(11Z)/18:4(6Z,9Z,12Z,15Z))",HMDB0008075,46.61(21.41),Adult (>18 years old),Both,Normal
6233,"PC(18:1(11Z)/18:4(6Z,9Z,12Z,15Z))",HMDB0008075,29.3 +/- 15.5,Adult (>18 years old),Both,Normal
6234,PC(18:1(11Z)/20:0),HMDB0008076,1.23 +/- 0.46,Adult (>18 years old),Both,Normal
6235,"PC(18:1(11Z)/20:2(11Z,14Z))",HMDB0008078,47.3 +/- 11.3,Adult (>18 years old),Both,Normal
6236,"PC(18:1(11Z)/20:2(11Z,14Z))",HMDB0008078,36.1 (31-41.9),Newborn (0-30 days old),,Normal
6237,"PC(18:1(11Z)/20:2(11Z,14Z))",HMDB0008078,32.8 (26.5-38.5),Infant (0-1 year old),,Normal
6238,"PC(18:1(11Z)/20:2(11Z,14Z))",HMDB0008078,62.34(20.77),Adult (>18 years old),Both,Normal
6239,"PC(18:1(11Z)/20:3(5Z,8Z,11Z))",HMDB0008079,90.4 (78.8-104),Newborn (0-30 days old),,Normal
6240,"PC(18:1(11Z)/20:3(5Z,8Z,11Z))",HMDB0008079,101.6 +/- 22.6,Adult (>18 years old),Both,Normal
6241,"PC(18:1(11Z)/20:3(5Z,8Z,11Z))",HMDB0008079,76.6 (65.9-90.8),Infant (0-1 year old),,Normal
6242,"PC(18:1(11Z)/20:3(5Z,8Z,11Z))",HMDB0008079,147.79(39.15),Adult (>18 years old),Both,Normal
6243,"PC(18:1(11Z)/20:3(8Z,11Z,14Z))",HMDB0008080,90.4 (78.8-104),Newborn (0-30 days old),,Normal
6244,"PC(18:1(11Z)/20:3(8Z,11Z,14Z))",HMDB0008080,101.6 +/- 22.6,Adult (>18 years old),Both,Normal
6245,"PC(18:1(11Z)/20:3(8Z,11Z,14Z))",HMDB0008080,76.6 (65.9-90.8),Infant (0-1 year old),,Normal
6246,"PC(18:1(11Z)/20:3(8Z,11Z,14Z))",HMDB0008080,147.79(39.15),Adult (>18 years old),Both,Normal
6247,"PC(18:1(11Z)/20:4(5Z,8Z,11Z,14Z))",HMDB0008081,21.8 (18.8-25.2),Newborn (0-30 days old),,Normal
6248,"PC(18:1(11Z)/20:4(5Z,8Z,11Z,14Z))",HMDB0008081,54.2 +/- 13.2,Adult (>18 years old),Both,Normal
6249,"PC(18:1(11Z)/20:4(5Z,8Z,11Z,14Z))",HMDB0008081,36.2 (28.8-42.9),Infant (0-1 year old),,Normal
6250,"PC(18:1(11Z)/20:4(5Z,8Z,11Z,14Z))",HMDB0008081,81.9(19.68),Adult (>18 years old),Both,Normal
6251,"PC(18:1(11Z)/20:4(8Z,11Z,14Z,17Z))",HMDB0008082,21.8 (18.8-25.2),Newborn (0-30 days old),,Normal
6252,"PC(18:1(11Z)/20:4(8Z,11Z,14Z,17Z))",HMDB0008082,54.2 +/- 13.2,Adult (>18 years old),Both,Normal
6253,"PC(18:1(11Z)/20:4(8Z,11Z,14Z,17Z))",HMDB0008082,36.2 (28.8-42.9),Infant (0-1 year old),,Normal
6254,"PC(18:1(11Z)/20:4(8Z,11Z,14Z,17Z))",HMDB0008082,81.9(19.68),Adult (>18 years old),Both,Normal
6255,"PC(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))",HMDB0008083,60.6 (50.1-72.9 ),Newborn (0-30 days old),,Normal
6256,"PC(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))",HMDB0008083,49.1 (37.8-60.8),Infant (0-1 year old),,Normal
6257,"PC(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))",HMDB0008083,88.0 +/- 25.0,Adult (>18 years old),Both,Normal
6258,"PC(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))",HMDB0008083,103.41(31.68),Adult (>18 years old),Both,Normal
6259,PC(18:1(11Z)/22:0),HMDB0008084,0.45 (0.30-1.42),Adolescent (13-18 years old),Both,Normal
6260,PC(18:1(11Z)/22:0),HMDB0008084,0.35 (0.3-0.42),Newborn (0-30 days old),,Normal
6261,PC(18:1(11Z)/22:0),HMDB0008084,0.39 (0.33-0.45),Infant (0-1 year old),,Normal
6262,PC(18:1(11Z)/22:0),HMDB0008084,0.39 +/- 0.10,Adult (>18 years old),Both,Normal
6263,PC(18:1(11Z)/22:0),HMDB0008084,0.44(0.12),Adult (>18 years old),Both,Normal
6264,PC(18:1(11Z)/22:1(13Z)),HMDB0008085,0.36 (0.05-1.88),Adolescent (13-18 years old),Both,Normal
6265,PC(18:1(11Z)/22:1(13Z)),HMDB0008085,0.25 (0.2-0.37),Newborn (0-30 days old),,Normal
6266,PC(18:1(11Z)/22:1(13Z)),HMDB0008085,0.29 (0.25-0.35),Infant (0-1 year old),,Normal
6267,PC(18:1(11Z)/22:1(13Z)),HMDB0008085,0.32 +/- 0.12,Adult (>18 years old),Both,Normal
6268,"PC(18:1(11Z)/22:2(13Z,16Z))",HMDB0008086,0.47 (0.01-1.41),Adolescent (13-18 years old),Both,Normal
6269,"PC(18:1(11Z)/22:2(13Z,16Z))",HMDB0008086,0.30-1.50,Adult (>18 years old),Both,Normal
6270,"PC(18:1(11Z)/22:2(13Z,16Z))",HMDB0008086,0.54 (0.46-0.64),Newborn (0-30 days old),,Normal
6271,"PC(18:1(11Z)/22:2(13Z,16Z))",HMDB0008086,0.49 (0.43-0.58),Infant (0-1 year old),,Normal
6272,"PC(18:1(11Z)/22:2(13Z,16Z))",HMDB0008086,0.55 +/- 0.18,Adult (>18 years old),Both,Normal
6273,"PC(18:1(11Z)/22:4(7Z,10Z,13Z,16Z))",HMDB0008087,13.85(4.15),Adult (>18 years old),Both,Normal
6274,"PC(18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))",HMDB0008088,27.8 +/- 8.8,Adult (>18 years old),Both,Normal
6275,"PC(18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))",HMDB0008088,22.6 (17.7-28.7),Newborn (0-30 days old),,Normal
6276,"PC(18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))",HMDB0008088,17.4 (13.60-21.8),Infant (0-1 year old),,Normal
6277,"PC(18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))",HMDB0008088,36.08(11.41),Adult (>18 years old),Both,Normal
6278,"PC(18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))",HMDB0008089,27.8 +/- 8.8,Adult (>18 years old),Both,Normal
6279,"PC(18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))",HMDB0008089,22.6 (17.7-28.7),Newborn (0-30 days old),,Normal
6280,"PC(18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))",HMDB0008089,17.4 (13.60-21.8),Infant (0-1 year old),,Normal
6281,"PC(18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))",HMDB0008089,36.08(11.41),Adult (>18 years old),Both,Normal
6282,PC(18:1(11Z)/24:0),HMDB0008091,0.32 +/- 0.08,Adult (>18 years old),Both,Normal
6283,PC(18:1(11Z)/24:0),HMDB0008091,0.28 (0.22-0.34),Newborn (0-30 days old),,Normal
6284,PC(18:1(11Z)/24:0),HMDB0008091,0.27 (0.22-0.33),Infant (0-1 year old),,Normal
6285,PC(18:1(11Z)/24:1(15Z)),HMDB0008092,0.25 +/- 0.07,Adult (>18 years old),Both,Normal
6286,PC(18:1(11Z)/24:1(15Z)),HMDB0008092,0.10-0.70,Adult (>18 years old),Both,Normal
6287,PC(18:1(11Z)/24:1(15Z)),HMDB0008092,0.19 (0.16-0.25),Newborn (0-30 days old),,Normal
6288,PC(18:1(11Z)/24:1(15Z)),HMDB0008092,0.2 (0.17-0.24),Infant (0-1 year old),,Normal
6289,PC(18:1(11Z)/P-16:0),HMDB0008093,242.2 +/- 51.3,Adult (>18 years old),Both,Normal
6290,PC(18:1(11Z)/P-16:0),HMDB0008093,105 (91.8-119),Newborn (0-30 days old),,Normal
6291,PC(18:1(11Z)/P-16:0),HMDB0008093,173 (145-199),Infant (0-1 year old),,Normal
6292,PC(18:1(11Z)/P-18:0),HMDB0008094,19.8 (16.9-22.8),Newborn (0-30 days old),,Normal
6293,PC(18:1(11Z)/P-18:0),HMDB0008094,57.1 +/- 13.5,Adult (>18 years old),Both,Normal
6294,PC(18:1(11Z)/P-18:0),HMDB0008094,40.80 (33.8-47.9),Infant (0-1 year old),,Normal
6295,PC(18:1(11Z)/P-18:0),HMDB0008094,60.62(19.39),Adult (>18 years old),Both,Normal
6296,PC(18:1(11Z)/P-18:1(11Z)),HMDB0008095,44.5 (37.6-53.3),Newborn (0-30 days old),,Normal
6297,PC(18:1(11Z)/P-18:1(11Z)),HMDB0008095,212 (183-244),Infant (0-1 year old),,Normal
6298,PC(18:1(11Z)/P-18:1(11Z)),HMDB0008095,250.7 +/- 47.2,Adult (>18 years old),Both,Normal
6299,PC(18:1(11Z)/P-18:1(11Z)),HMDB0008095,267.03(66.1),Adult (>18 years old),Both,Normal
6300,PC(18:1(11Z)/P-18:1(9Z)),HMDB0008096,44.5 (37.6-53.3),Newborn (0-30 days old),,Normal
6301,PC(18:1(11Z)/P-18:1(9Z)),HMDB0008096,212 (183-244),Infant (0-1 year old),,Normal
6302,PC(18:1(11Z)/P-18:1(9Z)),HMDB0008096,250.7 +/- 47.2,Adult (>18 years old),Both,Normal
6303,PC(18:1(11Z)/P-18:1(9Z)),HMDB0008096,267.03(66.1),Adult (>18 years old),Both,Normal
6304,PC(18:1(9Z)/14:0),HMDB0008097,16.6 +/- 7.90,Adult (>18 years old),Both,Normal
6305,PC(18:1(9Z)/14:0),HMDB0008097,10.42 (0.14-25.10),Adolescent (13-18 years old),Both,Normal
6306,PC(18:1(9Z)/14:0),HMDB0008097,12.1 (9.51-15.8),Newborn (0-30 days old),,Normal
6307,PC(18:1(9Z)/14:0),HMDB0008097,10.1 (7.46-13.5),Infant (0-1 year old),,Normal
6308,PC(18:1(9Z)/14:1(9Z)),HMDB0008098,4.02 +/- 1.47,Adult (>18 years old),Both,Normal
6309,PC(18:1(9Z)/14:1(9Z)),HMDB0008098,0.66 (0.48-0.92),Newborn (0-30 days old),,Normal
6310,PC(18:1(9Z)/14:1(9Z)),HMDB0008098,2.34 (1.65-3.14),Infant (0-1 year old),,Normal
6311,PC(18:1(9Z)/14:1(9Z)),HMDB0008098,5.75(3.77),Adult (>18 years old),Both,Normal
6312,PC(18:1(9Z)/16:0),HMDB0008100,242.2 +/- 51.3,Adult (>18 years old),Both,Normal
6313,PC(18:1(9Z)/16:0),HMDB0008100,105 (91.8-119),Newborn (0-30 days old),,Normal
6314,PC(18:1(9Z)/16:0),HMDB0008100,173 (145-199),Infant (0-1 year old),,Normal
6315,PC(18:1(9Z)/16:1(9Z)),HMDB0008101,413.3 +/- 69.2,Adult (>18 years old),Both,Normal
6316,PC(18:1(9Z)/16:1(9Z)),HMDB0008101,84.2 (71.2-101),Newborn (0-30 days old),,Normal
6317,PC(18:1(9Z)/16:1(9Z)),HMDB0008101,315 (269-369),Infant (0-1 year old),,Normal
6318,PC(18:1(9Z)/16:1(9Z)),HMDB0008101,409.32(87.37),Adult (>18 years old),Both,Normal
6319,PC(18:1(9Z)/18:0),HMDB0008102,19.8 (16.9-22.8),Newborn (0-30 days old),,Normal
6320,PC(18:1(9Z)/18:0),HMDB0008102,57.1 +/- 13.5,Adult (>18 years old),Both,Normal
6321,PC(18:1(9Z)/18:0),HMDB0008102,40.80 (33.8-47.9),Infant (0-1 year old),,Normal
6322,PC(18:1(9Z)/18:0),HMDB0008102,60.62(19.39),Adult (>18 years old),Both,Normal
6323,PC(18:1(9Z)/18:1(11Z)),HMDB0008103,267.03(66.1),Adult (>18 years old),Both,Normal
6324,PC(18:1(9Z)/18:1(11Z)),HMDB0008103,44.5 (37.6-53.3),Newborn (0-30 days old),,Normal
6325,PC(18:1(9Z)/18:1(11Z)),HMDB0008103,212 (183-244),Infant (0-1 year old),,Normal
6326,PC(18:1(9Z)/18:1(11Z)),HMDB0008103,250.7 +/- 47.2,Adult (>18 years old),Both,Normal
6327,"PC(18:1(9Z)/18:2(9Z,12Z))",HMDB0008105,165.5(44.39),Adult (>18 years old),Both,Normal
6328,"PC(18:1(9Z)/18:2(9Z,12Z))",HMDB0008105,63.7 (53.6-73.5),Newborn (0-30 days old),,Normal
6329,"PC(18:1(9Z)/18:2(9Z,12Z))",HMDB0008105,106 (89.5-120),Infant (0-1 year old),,Normal
6330,"PC(18:1(9Z)/18:2(9Z,12Z))",HMDB0008105,129.9 +/- 26.4,Adult (>18 years old),Both,Normal
6331,"PC(18:1(9Z)/18:3(6Z,9Z,12Z))",HMDB0008106,228.74(50.69),Adult (>18 years old),Both,Normal
6332,"PC(18:1(9Z)/18:3(6Z,9Z,12Z))",HMDB0008106,135 (118-151),Newborn (0-30 days old),,Normal
6333,"PC(18:1(9Z)/18:3(6Z,9Z,12Z))",HMDB0008106,130 (111-150),Infant (0-1 year old),,Normal
6334,"PC(18:1(9Z)/18:3(6Z,9Z,12Z))",HMDB0008106,189.4 +/- 38.8,Adult (>18 years old),Both,Normal
6335,"PC(18:1(9Z)/18:3(9Z,12Z,15Z))",HMDB0008107,228.74(50.69),Adult (>18 years old),Both,Normal
6336,"PC(18:1(9Z)/18:3(9Z,12Z,15Z))",HMDB0008107,135 (118-151),Newborn (0-30 days old),,Normal
6337,"PC(18:1(9Z)/18:3(9Z,12Z,15Z))",HMDB0008107,130 (111-150),Infant (0-1 year old),,Normal
6338,"PC(18:1(9Z)/18:3(9Z,12Z,15Z))",HMDB0008107,189.4 +/- 38.8,Adult (>18 years old),Both,Normal
6339,"PC(18:1(9Z)/18:4(6Z,9Z,12Z,15Z))",HMDB0008108,46.61(21.41),Adult (>18 years old),Both,Normal
6340,"PC(18:1(9Z)/18:4(6Z,9Z,12Z,15Z))",HMDB0008108,5.2 (4.18-6.71),Newborn (0-30 days old),,Normal
6341,"PC(18:1(9Z)/18:4(6Z,9Z,12Z,15Z))",HMDB0008108,8.39 (6.57-11.5),Infant (0-1 year old),,Normal
6342,"PC(18:1(9Z)/18:4(6Z,9Z,12Z,15Z))",HMDB0008108,29.3 +/- 15.5,Adult (>18 years old),Both,Normal
6343,PC(18:1(9Z)/20:0),HMDB0008109,1.23 +/- 0.46,Adult (>18 years old),Both,Normal
6344,"PC(18:1(9Z)/20:2(11Z,14Z))",HMDB0008111,62.34(20.77),Adult (>18 years old),Both,Normal
6345,"PC(18:1(9Z)/20:2(11Z,14Z))",HMDB0008111,47.3 +/- 11.3,Adult (>18 years old),Both,Normal
6346,"PC(18:1(9Z)/20:2(11Z,14Z))",HMDB0008111,36.1 (31-41.9),Newborn (0-30 days old),,Normal
6347,"PC(18:1(9Z)/20:2(11Z,14Z))",HMDB0008111,32.8 (26.5-38.5),Infant (0-1 year old),,Normal
6348,"PC(18:1(9Z)/20:3(5Z,8Z,11Z))",HMDB0008112,147.79(39.15),Adult (>18 years old),Both,Normal
6349,"PC(18:1(9Z)/20:3(5Z,8Z,11Z))",HMDB0008112,101.6 +/- 22.6,Adult (>18 years old),Both,Normal
6350,"PC(18:1(9Z)/20:3(5Z,8Z,11Z))",HMDB0008112,90.4 (78.8-104),Newborn (0-30 days old),,Normal
6351,"PC(18:1(9Z)/20:3(5Z,8Z,11Z))",HMDB0008112,76.6 (65.9-90.8),Infant (0-1 year old),,Normal
6352,"PC(18:1(9Z)/20:3(8Z,11Z,14Z))",HMDB0008113,147.79(39.15),Adult (>18 years old),Both,Normal
6353,"PC(18:1(9Z)/20:3(8Z,11Z,14Z))",HMDB0008113,101.6 +/- 22.6,Adult (>18 years old),Both,Normal
6354,"PC(18:1(9Z)/20:3(8Z,11Z,14Z))",HMDB0008113,90.4 (78.8-104),Newborn (0-30 days old),,Normal
6355,"PC(18:1(9Z)/20:3(8Z,11Z,14Z))",HMDB0008113,76.6 (65.9-90.8),Infant (0-1 year old),,Normal
6356,"PC(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))",HMDB0008114,81.9(19.68),Adult (>18 years old),Both,Normal
6357,"PC(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))",HMDB0008114,21.8 (18.8-25.2),Newborn (0-30 days old),,Normal
6358,"PC(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))",HMDB0008114,54.2 +/- 13.2,Adult (>18 years old),Both,Normal
6359,"PC(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))",HMDB0008114,36.2 (28.8-42.9),Infant (0-1 year old),,Normal
6360,"PC(18:1(9Z)/20:4(8Z,11Z,14Z,17Z))",HMDB0008115,81.9(19.68),Adult (>18 years old),Both,Normal
6361,"PC(18:1(9Z)/20:4(8Z,11Z,14Z,17Z))",HMDB0008115,21.8 (18.8-25.2),Newborn (0-30 days old),,Normal
6362,"PC(18:1(9Z)/20:4(8Z,11Z,14Z,17Z))",HMDB0008115,54.2 +/- 13.2,Adult (>18 years old),Both,Normal
6363,"PC(18:1(9Z)/20:4(8Z,11Z,14Z,17Z))",HMDB0008115,36.2 (28.8-42.9),Infant (0-1 year old),,Normal
6364,"PC(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))",HMDB0008116,103.41(31.68),Adult (>18 years old),Both,Normal
6365,"PC(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))",HMDB0008116,60.6 (50.1-72.9 ),Newborn (0-30 days old),,Normal
6366,"PC(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))",HMDB0008116,49.1 (37.8-60.8),Infant (0-1 year old),,Normal
6367,"PC(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))",HMDB0008116,88.0 +/- 25.0,Adult (>18 years old),Both,Normal
6368,PC(18:1(9Z)/22:0),HMDB0008117,0.44(0.12),Adult (>18 years old),Both,Normal
6369,PC(18:1(9Z)/22:0),HMDB0008117,0.45 (0.30-1.42),Adolescent (13-18 years old),Both,Normal
6370,PC(18:1(9Z)/22:0),HMDB0008117,0.35 (0.3-0.42),Newborn (0-30 days old),,Normal
6371,PC(18:1(9Z)/22:0),HMDB0008117,0.39 (0.33-0.45),Infant (0-1 year old),,Normal
6372,PC(18:1(9Z)/22:0),HMDB0008117,0.39 +/- 0.10,Adult (>18 years old),Both,Normal
6373,PC(18:1(9Z)/22:1(13Z)),HMDB0008118,0.36 (0.05-1.88),Adolescent (13-18 years old),Both,Normal
6374,PC(18:1(9Z)/22:1(13Z)),HMDB0008118,0.25 (0.2-0.37),Newborn (0-30 days old),,Normal
6375,PC(18:1(9Z)/22:1(13Z)),HMDB0008118,0.29 (0.25-0.35),Infant (0-1 year old),,Normal
6376,PC(18:1(9Z)/22:1(13Z)),HMDB0008118,0.32 +/- 0.12,Adult (>18 years old),Both,Normal
6377,"PC(18:1(9Z)/22:2(13Z,16Z))",HMDB0008119,0.47 (0.01-1.41),Adolescent (13-18 years old),Both,Normal
6378,"PC(18:1(9Z)/22:2(13Z,16Z))",HMDB0008119,0.54 (0.46-0.64),Newborn (0-30 days old),,Normal
6379,"PC(18:1(9Z)/22:2(13Z,16Z))",HMDB0008119,0.49 (0.43-0.58),Infant (0-1 year old),,Normal
6380,"PC(18:1(9Z)/22:2(13Z,16Z))",HMDB0008119,0.55 +/- 0.18,Adult (>18 years old),Both,Normal
6381,"PC(18:1(9Z)/22:4(7Z,10Z,13Z,16Z))",HMDB0008120,13.85(4.15),Adult (>18 years old),Both,Normal
6382,"PC(18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",HMDB0008121,27.8 +/- 8.8,Adult (>18 years old),Both,Normal
6383,"PC(18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",HMDB0008121,36.08(11.41),Adult (>18 years old),Both,Normal
6384,"PC(18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",HMDB0008121,22.6 (17.7-28.7),Newborn (0-30 days old),,Normal
6385,"PC(18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",HMDB0008121,17.4 (13.60-21.8),Infant (0-1 year old),,Normal
6386,"PC(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",HMDB0008122,27.8 +/- 8.8,Adult (>18 years old),Both,Normal
6387,"PC(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",HMDB0008122,36.08(11.41),Adult (>18 years old),Both,Normal
6388,"PC(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",HMDB0008122,22.6 (17.7-28.7),Newborn (0-30 days old),,Normal
6389,"PC(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",HMDB0008122,17.4 (13.60-21.8),Infant (0-1 year old),,Normal
6390,PC(18:1(9Z)/24:0),HMDB0008124,0.32 +/- 0.08,Adult (>18 years old),Both,Normal
6391,PC(18:1(9Z)/24:0),HMDB0008124,0.28 (0.22-0.34),Newborn (0-30 days old),,Normal
6392,PC(18:1(9Z)/24:0),HMDB0008124,0.27 (0.22-0.33),Infant (0-1 year old),,Normal
6393,PC(18:1(9Z)/24:1(15Z)),HMDB0008125,0.25 +/- 0.07,Adult (>18 years old),Both,Normal
6394,PC(18:1(9Z)/24:1(15Z)),HMDB0008125,0.19 (0.16-0.25),Newborn (0-30 days old),,Normal
6395,PC(18:1(9Z)/24:1(15Z)),HMDB0008125,0.2 (0.17-0.24),Infant (0-1 year old),,Normal
6396,PC(18:1(9Z)/P-16:0),HMDB0008126,242.2 +/- 51.3,Adult (>18 years old),Both,Normal
6397,PC(18:1(9Z)/P-16:0),HMDB0008126,105 (91.8-119),Newborn (0-30 days old),,Normal
6398,PC(18:1(9Z)/P-16:0),HMDB0008126,173 (145-199),Infant (0-1 year old),,Normal
6399,PC(18:1(9Z)/P-18:0),HMDB0008127,60.62(19.39),Adult (>18 years old),Both,Normal
6400,PC(18:1(9Z)/P-18:0),HMDB0008127,19.8 (16.9-22.8),Newborn (0-30 days old),,Normal
6401,PC(18:1(9Z)/P-18:0),HMDB0008127,57.1 +/- 13.5,Adult (>18 years old),Both,Normal
6402,PC(18:1(9Z)/P-18:0),HMDB0008127,40.80 (33.8-47.9),Infant (0-1 year old),,Normal
