,Name,Disease,Disease Synonym,min_age,max_age,min_range,max_range,unit,meta_id
6239,pCO2,MALONYL-COA DECARBOXYLASE DEFICIENCY,MALONIC ACIDURIA,1,13,38.00,42.00,mm Hg,61
6245,Suberic acid,MALONYL-COA DECARBOXYLASE DEFICIENCY,MALONIC ACIDURIA,1,13,0.00,10.00,µmol/l,379
6246,Succinic acid,MALONYL-COA DECARBOXYLASE DEFICIENCY,MALONIC ACIDURIA,1,13,0.00,32.00,µmol/l,356
6247,Methylmalonic acid,MAMEL (METHYLMALONIC ACIDURIA MITOCHONDRIAL ENCEPHELOPATHY LEIGH-LIKE) A NEW MITOCHONDRIAL ENCEPHALOPATHY,,0,0.0028,0.00,0.20,μmol/l,392
6248,L-Isoleucine,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),18,64,30.00,108.00,μmol/ml,1948
6249,L-Isoleucine,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),1,13,30.00,105.00,μmol/l,1949
6250,L-Isoleucine,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),13,18,34.00,106.00,μmol/l,1950
6251,Leucine,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),18,64,61.00,162.00,μmol/l,1951
6252,Leucine,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),1,13,59.00,180.00,μmol/l,1952
6253,Leucine,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),13,18,86.00,206.00,μmol/l,1953
6254,Valine,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),18,64,119.00,336.00,μmol/l,1972
6255,Valine,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),13,18,155.00,343.00,μmol/l,1973
6256,Valine,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),18,64,99.00,286.00,μmol/l,2065
6257,L-Isoleucine,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),18,64,30.00,108.00,μmol/l,2066
6258,2-Hydroxyisovaleric acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),18,64,0.00,18.00,µmol/l,352
6259,3-Methyl-2-oxovaleric acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),1,13,8.00,31.00,µmol/l,373
6260,2-Oxoisocaproic acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),1,13,0.00,58.00,µmol/l,375
6261,2-Oxoisovaleric acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),1,13,0.00,28.00,µmol/l,369
6262,3-Hydroxybutyric acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),1,13,22.00,700.00,µmol/l,349
6263,3-Hydroxybutyric acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),0,2,0.10,1.00,mmol/l,237
6264,3-Hydroxybutyric acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),1,13,0.10,0.90,mmol/l,240
6265,3-Hydroxybutyric acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),18,64,0.00,0.30,mmol/l,243
6266,3-Hydroxybutyric acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),0,2,0.50,2.30,mmol/l,238
6267,3-Hydroxybutyric acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),1,13,0.80,2.60,mmol/l,241
6268,3-Hydroxybutyric acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),18,64,0.10,0.80,mmol/l,244
6269,3-Hydroxybutyric acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),0,2,1.10,2.80,mmol/l,239
6270,3-Hydroxybutyric acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),1,13,2.50,5.20,mmol/l,242
6271,3-Hydroxybutyric acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),18,64,0.70,1.70,mmol/l,245
6272,allo-Isoleucine,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),18,64,0.00,0.00,μmol/l,189
6273,allo-Isoleucine,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),0,0.0028,0.00,4.00,μmol/l,1501
6274,allo-Isoleucine,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),0,2,0.00,0.00,μmol/l,1502
6275,allo-Isoleucine,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),1,13,0.00,0.00,μmol/l,1503
6276,D-Glucose,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),13,18,2.60,5.50,mmol/l,47
6277,D-Glucose,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),18,64,2.60,5.50,mmol/l,281
6278,D-Glucose,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),1,13,3.30,5.50,mmol/l,282
6279,D-Glucose,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),0,0.0907,1.10,3.30,mmol/l,280
6280,D-Glucose,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),0,0.0028,2.20,3.30,mmol/l,283
6281,D-Glucose,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),0,0.0028,2.80,5.00,mmol/l,46
6282,D-Glucose,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),,,2.70,4.50,mmol/l,1134
6283,D-Glucose,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),,,3.00,4.30,mmol/l,1135
6284,D-Glucose,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),1,13,2.60,5.50,mmol/l,490
6285,D-Glucose,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),0,0.0028,2.60,5.50,mmol/l,333
6286,D-Glucose,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),0,2,2.60,5.50,mmol/l,334
6287,L-Isoleucine,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),0,0.0028,23.00,102.00,μmol/l,50
6288,L-Isoleucine,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),0,2,28.00,92.00,μmol/l,1209
6289,L-Lactic acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),0,2,0.70,3.30,mmol/l,330
6290,L-Lactic acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),1,13,0.90,1.80,mmol/l,469
6291,L-Lactic acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),1,13,0.80,1.50,mmol/l,208
6292,L-Lactic acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),18,64,0.70,1.90,mmol/l,211
6293,L-Lactic acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),0,2,1.00,2.30,mmol/l,214
6294,L-Lactic acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),0,2,0.90,2.00,mmol/l,206
6295,L-Lactic acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),1,13,0.50,1.60,mmol/l,209
6296,L-Lactic acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),18,64,0.60,0.90,mmol/l,212
6297,L-Lactic acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),0,2,0.80,1.50,mmol/l,202
6298,L-Lactic acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),1,13,0.70,1.90,mmol/l,210
6299,L-Lactic acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),18,64,0.40,1.00,mmol/l,213
6300,L-Lactic acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),7,15,0.40,0.90,mmol/l,1137
6301,L-Lactic acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),1,7,0.70,1.60,mmol/l,1136
6302,L-Lactic acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),1,13,0.90,1.80,mmol/l,203
6303,L-Lactic acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),18,64,1.00,1.50,mmol/l,204
6304,L-Lactic acid,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),0,2,2.00,3.00,mmol/l,207
6305,Leucine,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),0,0.0028,48.00,180.00,μmol/l,49
6306,Leucine,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),0,2,47.00,155.00,μmol/l,1210
6312,Valine,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),1,13,64.00,320.00,μmol/l,48
6313,Valine,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),0,2,64.00,294.00,μmol/l,1211
6314,Valine,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),0,0.02,51.98,195.68,µmol/l,1280
6315,Valine,MAPLE SYRUP URINE DISEASE (MSUD),BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY (MSUD),0,0.0028,59.00,201.00,μmol/l,1281
6316,L-Isoleucine,"MAPLE SYRUP URINE DISEASE, MILD VARIANT (MSUDMV)",,18,64,30.00,108.00,μmol/ml,1948
6317,L-Isoleucine,"MAPLE SYRUP URINE DISEASE, MILD VARIANT (MSUDMV)",,1,13,30.00,105.00,μmol/l,1949
6318,L-Isoleucine,"MAPLE SYRUP URINE DISEASE, MILD VARIANT (MSUDMV)",,13,18,34.00,106.00,μmol/l,1950
6319,Leucine,"MAPLE SYRUP URINE DISEASE, MILD VARIANT (MSUDMV)",,18,64,61.00,162.00,μmol/l,1951
6320,Leucine,"MAPLE SYRUP URINE DISEASE, MILD VARIANT (MSUDMV)",,1,13,59.00,180.00,μmol/l,1952
6321,Leucine,"MAPLE SYRUP URINE DISEASE, MILD VARIANT (MSUDMV)",,13,18,86.00,206.00,μmol/l,1953
6322,Valine,"MAPLE SYRUP URINE DISEASE, MILD VARIANT (MSUDMV)",,18,64,119.00,336.00,μmol/l,1972
6323,Valine,"MAPLE SYRUP URINE DISEASE, MILD VARIANT (MSUDMV)",,13,18,155.00,343.00,μmol/l,1973
6324,Valine,"MAPLE SYRUP URINE DISEASE, MILD VARIANT (MSUDMV)",,18,64,99.00,286.00,μmol/l,2065
6325,L-Isoleucine,"MAPLE SYRUP URINE DISEASE, MILD VARIANT (MSUDMV)",,18,64,30.00,108.00,μmol/l,2066
6326,L-Isoleucine,"MAPLE SYRUP URINE DISEASE, MILD VARIANT (MSUDMV)",,0,0.0028,23.00,102.00,μmol/l,50
6327,L-Isoleucine,"MAPLE SYRUP URINE DISEASE, MILD VARIANT (MSUDMV)",,0,2,28.00,92.00,μmol/l,1209
6328,Leucine,"MAPLE SYRUP URINE DISEASE, MILD VARIANT (MSUDMV)",,0,0.0028,48.00,180.00,μmol/l,49
6329,Leucine,"MAPLE SYRUP URINE DISEASE, MILD VARIANT (MSUDMV)",,0,2,47.00,155.00,μmol/l,1210
6330,Valine,"MAPLE SYRUP URINE DISEASE, MILD VARIANT (MSUDMV)",,1,13,64.00,320.00,μmol/l,48
6331,Valine,"MAPLE SYRUP URINE DISEASE, MILD VARIANT (MSUDMV)",,0,2,64.00,294.00,μmol/l,1211
6332,Valine,"MAPLE SYRUP URINE DISEASE, MILD VARIANT (MSUDMV)",,0,0.02,51.98,195.68,µmol/l,1280
6333,Valine,"MAPLE SYRUP URINE DISEASE, MILD VARIANT (MSUDMV)",,0,0.0028,59.00,201.00,μmol/l,1281
6334,3-Hydroxybutyric acid,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 (MODY1)","MODY, TYPE 1, MATURITY-ONSET DIABETES OF THE YOUNG, TYPE I",1,13,22.00,700.00,µmol/l,349
6335,3-Hydroxybutyric acid,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 (MODY1)","MODY, TYPE 1, MATURITY-ONSET DIABETES OF THE YOUNG, TYPE I",0,2,0.10,1.00,mmol/l,237
6336,3-Hydroxybutyric acid,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 (MODY1)","MODY, TYPE 1, MATURITY-ONSET DIABETES OF THE YOUNG, TYPE I",1,13,0.10,0.90,mmol/l,240
6337,3-Hydroxybutyric acid,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 (MODY1)","MODY, TYPE 1, MATURITY-ONSET DIABETES OF THE YOUNG, TYPE I",18,64,0.00,0.30,mmol/l,243
6338,3-Hydroxybutyric acid,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 (MODY1)","MODY, TYPE 1, MATURITY-ONSET DIABETES OF THE YOUNG, TYPE I",0,2,0.50,2.30,mmol/l,238
6339,3-Hydroxybutyric acid,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 (MODY1)","MODY, TYPE 1, MATURITY-ONSET DIABETES OF THE YOUNG, TYPE I",1,13,0.80,2.60,mmol/l,241
6340,3-Hydroxybutyric acid,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 (MODY1)","MODY, TYPE 1, MATURITY-ONSET DIABETES OF THE YOUNG, TYPE I",18,64,0.10,0.80,mmol/l,244
6341,3-Hydroxybutyric acid,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 (MODY1)","MODY, TYPE 1, MATURITY-ONSET DIABETES OF THE YOUNG, TYPE I",0,2,1.10,2.80,mmol/l,239
6342,3-Hydroxybutyric acid,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 (MODY1)","MODY, TYPE 1, MATURITY-ONSET DIABETES OF THE YOUNG, TYPE I",1,13,2.50,5.20,mmol/l,242
6343,3-Hydroxybutyric acid,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 (MODY1)","MODY, TYPE 1, MATURITY-ONSET DIABETES OF THE YOUNG, TYPE I",18,64,0.70,1.70,mmol/l,245
6344,Acetoacetic acid,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 (MODY1)","MODY, TYPE 1, MATURITY-ONSET DIABETES OF THE YOUNG, TYPE I",1,13,0.00,86.00,µmol/l,371
6345,Free fatty acids,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 (MODY1)","MODY, TYPE 1, MATURITY-ONSET DIABETES OF THE YOUNG, TYPE I",0,2,1.10,1.60,mmol/l,1138
6346,Free fatty acids,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 (MODY1)","MODY, TYPE 1, MATURITY-ONSET DIABETES OF THE YOUNG, TYPE I",1,7,1.10,2.80,mmol/l,1139
6347,Free fatty acids,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 (MODY1)","MODY, TYPE 1, MATURITY-ONSET DIABETES OF THE YOUNG, TYPE I",7,15,1.00,1.80,mmol/l,1140
6348,Free fatty acids,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 (MODY1)","MODY, TYPE 1, MATURITY-ONSET DIABETES OF THE YOUNG, TYPE I",0,2,0.30,1.00,mmol/l,286
6349,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 (MODY1)","MODY, TYPE 1, MATURITY-ONSET DIABETES OF THE YOUNG, TYPE I",13,18,2.60,5.50,mmol/l,47
6350,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 (MODY1)","MODY, TYPE 1, MATURITY-ONSET DIABETES OF THE YOUNG, TYPE I",18,64,2.60,5.50,mmol/l,281
6351,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 (MODY1)","MODY, TYPE 1, MATURITY-ONSET DIABETES OF THE YOUNG, TYPE I",1,13,3.30,5.50,mmol/l,282
6352,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 (MODY1)","MODY, TYPE 1, MATURITY-ONSET DIABETES OF THE YOUNG, TYPE I",0,0.0907,1.10,3.30,mmol/l,280
6353,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 (MODY1)","MODY, TYPE 1, MATURITY-ONSET DIABETES OF THE YOUNG, TYPE I",0,0.0028,2.20,3.30,mmol/l,283
6354,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 (MODY1)","MODY, TYPE 1, MATURITY-ONSET DIABETES OF THE YOUNG, TYPE I",0,0.0028,2.80,5.00,mmol/l,46
6355,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 (MODY1)","MODY, TYPE 1, MATURITY-ONSET DIABETES OF THE YOUNG, TYPE I",,,2.70,4.50,mmol/l,1134
6356,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 (MODY1)","MODY, TYPE 1, MATURITY-ONSET DIABETES OF THE YOUNG, TYPE I",,,3.00,4.30,mmol/l,1135
6357,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 (MODY1)","MODY, TYPE 1, MATURITY-ONSET DIABETES OF THE YOUNG, TYPE I",1,13,2.60,5.50,mmol/l,490
6358,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 (MODY1)","MODY, TYPE 1, MATURITY-ONSET DIABETES OF THE YOUNG, TYPE I",0,0.0028,2.60,5.50,mmol/l,333
6359,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1 (MODY1)","MODY, TYPE 1, MATURITY-ONSET DIABETES OF THE YOUNG, TYPE I",0,2,2.60,5.50,mmol/l,334
6366,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 13 (MODY13)",MODY13,13,18,2.60,5.50,mmol/l,47
6367,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 13 (MODY13)",MODY13,18,64,2.60,5.50,mmol/l,281
6368,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 13 (MODY13)",MODY13,1,13,3.30,5.50,mmol/l,282
6369,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 13 (MODY13)",MODY13,0,0.0907,1.10,3.30,mmol/l,280
6370,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 13 (MODY13)",MODY13,0,0.0028,2.20,3.30,mmol/l,283
6371,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 13 (MODY13)",MODY13,0,0.0028,2.80,5.00,mmol/l,46
6372,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 13 (MODY13)",MODY13,,,2.70,4.50,mmol/l,1134
6373,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 13 (MODY13)",MODY13,,,3.00,4.30,mmol/l,1135
6374,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 13 (MODY13)",MODY13,1,13,2.60,5.50,mmol/l,490
6375,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 13 (MODY13)",MODY13,0,0.0028,2.60,5.50,mmol/l,333
6376,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 13 (MODY13)",MODY13,0,2,2.60,5.50,mmol/l,334
6377,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 14 (MODY14)",MODY14,13,18,2.60,5.50,mmol/l,47
6378,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 14 (MODY14)",MODY14,18,64,2.60,5.50,mmol/l,281
6379,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 14 (MODY14)",MODY14,1,13,3.30,5.50,mmol/l,282
6380,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 14 (MODY14)",MODY14,0,0.0907,1.10,3.30,mmol/l,280
6381,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 14 (MODY14)",MODY14,0,0.0028,2.20,3.30,mmol/l,283
6382,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 14 (MODY14)",MODY14,0,0.0028,2.80,5.00,mmol/l,46
6383,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 14 (MODY14)",MODY14,,,2.70,4.50,mmol/l,1134
6384,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 14 (MODY14)",MODY14,,,3.00,4.30,mmol/l,1135
6385,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 14 (MODY14)",MODY14,1,13,2.60,5.50,mmol/l,490
6386,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 14 (MODY14)",MODY14,0,0.0028,2.60,5.50,mmol/l,333
6387,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 14 (MODY14)",MODY14,0,2,2.60,5.50,mmol/l,334
6389,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 2 (MODY2)","MODY, TYPE 2; MODY, GLUCOKINASE-RELATED",13,18,2.60,5.50,mmol/l,47
6390,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 2 (MODY2)","MODY, TYPE 2; MODY, GLUCOKINASE-RELATED",18,64,2.60,5.50,mmol/l,281
6391,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 2 (MODY2)","MODY, TYPE 2; MODY, GLUCOKINASE-RELATED",1,13,3.30,5.50,mmol/l,282
6392,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 2 (MODY2)","MODY, TYPE 2; MODY, GLUCOKINASE-RELATED",0,0.0907,1.10,3.30,mmol/l,280
6393,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 2 (MODY2)","MODY, TYPE 2; MODY, GLUCOKINASE-RELATED",0,0.0028,2.20,3.30,mmol/l,283
6394,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 2 (MODY2)","MODY, TYPE 2; MODY, GLUCOKINASE-RELATED",0,0.0028,2.80,5.00,mmol/l,46
6395,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 2 (MODY2)","MODY, TYPE 2; MODY, GLUCOKINASE-RELATED",,,2.70,4.50,mmol/l,1134
6396,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 2 (MODY2)","MODY, TYPE 2; MODY, GLUCOKINASE-RELATED",,,3.00,4.30,mmol/l,1135
6397,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 2 (MODY2)","MODY, TYPE 2; MODY, GLUCOKINASE-RELATED",1,13,2.60,5.50,mmol/l,490
6398,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 2 (MODY2)","MODY, TYPE 2; MODY, GLUCOKINASE-RELATED",0,0.0028,2.60,5.50,mmol/l,333
6399,D-Glucose,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 2 (MODY2)","MODY, TYPE 2; MODY, GLUCOKINASE-RELATED",0,2,2.60,5.50,mmol/l,334
